peco_idx,gene_idx,label
0,8621,1
0,8637,1
0,8640,1
0,8657,1
0,8658,1
0,8662,1
0,8664,1
0,8669,1
0,8675,1
0,8681,1
0,8684,1
0,8700,1
0,8714,1
0,8736,1
0,8737,1
0,8743,1
0,8749,1
0,8757,1
0,8758,1
0,8762,1
0,8787,1
0,8795,1
0,8796,1
0,8806,1
0,8808,1
0,8809,1
0,8817,1
0,8819,1
0,8820,1
0,8828,1
0,8839,1
0,8853,1
0,8857,1
0,8870,1
0,8873,1
0,8880,1
0,8884,1
0,8892,1
0,8895,1
0,8904,1
0,8913,1
0,8921,1
0,8922,1
0,8936,1
0,8941,1
0,8944,1
0,8948,1
0,8951,1
0,8955,1
0,8999,1
0,9005,1
0,9009,1
0,9012,1
0,9016,1
0,9024,1
0,9029,1
0,9053,1
0,9054,1
0,9057,1
0,9061,1
0,9067,1
0,9077,1
0,9079,1
0,9090,1
0,9103,1
0,9107,1
0,9108,1
0,9110,1
0,9112,1
0,9127,1
0,9138,1
0,9146,1
0,9147,1
0,9152,1
0,9159,1
0,9168,1
0,9177,1
0,9180,1
0,9182,1
0,9184,1
0,9198,1
0,9204,1
0,9223,1
0,9226,1
0,9249,1
0,9254,1
0,9262,1
0,9269,1
0,9276,1
0,9279,1
0,9287,1
0,9288,1
0,9291,1
0,9300,1
0,9323,1
0,9324,1
0,9327,1
0,9335,1
0,9344,1
0,9350,1
0,9352,1
0,9379,1
0,9381,1
0,9393,1
0,9396,1
0,9399,1
0,9413,1
0,9430,1
0,9433,1
0,9434,1
0,9438,1
0,9440,1
0,9449,1
0,9451,1
0,9454,1
0,9474,1
0,9481,1
0,9494,1
0,9499,1
0,9520,1
0,9534,1
0,9536,1
0,9541,1
0,9544,1
0,9570,1
0,9573,1
0,9576,1
0,9584,1
0,9585,1
0,9590,1
0,9610,1
0,9622,1
0,9649,1
0,9650,1
0,9661,1
0,9674,1
0,9690,1
0,9692,1
0,9693,1
0,9696,1
0,9700,1
0,9706,1
0,9711,1
0,9719,1
0,9721,1
0,9741,1
0,9755,1
0,9759,1
0,9778,1
0,9783,1
0,9789,1
0,9803,1
0,9808,1
0,9818,1
0,9821,1
0,9824,1
0,9832,1
0,9833,1
0,9840,1
0,9850,1
0,9854,1
0,9855,1
0,9862,1
0,9865,1
0,9878,1
0,9883,1
0,9896,1
0,9903,1
0,9906,1
0,9917,1
0,9919,1
0,9930,1
0,9937,1
0,9941,1
0,9952,1
0,9959,1
0,9960,1
0,9966,1
0,9980,1
0,9981,1
0,9990,1
0,9991,1
0,9992,1
0,9993,1
0,9997,1
0,10009,1
0,10015,1
0,10020,1
0,10023,1
0,10036,1
0,10049,1
0,10053,1
0,10058,1
0,10066,1
0,10071,1
0,10083,1
0,10088,1
0,10092,1
0,10105,1
0,10106,1
0,10115,1
0,10125,1
0,10127,1
0,10134,1
0,10141,1
0,10143,1
0,10159,1
0,10162,1
0,10163,1
0,10174,1
0,10181,1
0,10182,1
0,10185,1
0,10195,1
0,10198,1
0,10203,1
0,10207,1
0,10210,1
0,10211,1
0,10218,1
0,10222,1
0,10233,1
0,10234,1
0,10235,1
0,10238,1
0,10261,1
0,10263,1
0,10264,1
0,10266,1
0,10273,1
0,10281,1
0,10285,1
0,10296,1
0,10301,1
0,10310,1
0,10312,1
0,10322,1
0,10331,1
0,10338,1
0,10340,1
0,10355,1
0,10359,1
0,10372,1
0,10377,1
0,10383,1
0,10390,1
0,10395,1
0,10398,1
0,10407,1
0,10441,1
0,10454,1
0,10459,1
0,10471,1
0,10475,1
0,10477,1
0,10505,1
0,10506,1
0,10508,1
0,10516,1
0,10517,1
0,10524,1
0,10541,1
0,10542,1
0,10543,1
0,10544,1
0,10548,1
0,10551,1
0,10568,1
0,10580,1
0,10584,1
0,10590,1
0,10598,1
0,10603,1
0,10605,1
0,10632,1
0,10645,1
0,10649,1
0,10668,1
0,10669,1
0,10681,1
0,10684,1
0,10699,1
0,10703,1
0,10709,1
0,10710,1
0,10719,1
0,10725,1
0,10732,1
0,10758,1
0,10762,1
0,10765,1
0,10771,1
0,10781,1
0,10782,1
0,10783,1
0,10801,1
0,10812,1
0,10833,1
0,10835,1
0,10843,1
0,10847,1
0,10853,1
0,10855,1
0,10860,1
0,10892,1
0,10896,1
0,10903,1
0,10913,1
0,10931,1
0,10933,1
0,10938,1
0,10939,1
0,10940,1
0,10961,1
0,10970,1
0,10973,1
0,10985,1
0,11000,1
0,11003,1
0,11010,1
0,11014,1
0,11015,1
0,11020,1
0,11031,1
0,11035,1
0,11040,1
0,11043,1
0,11062,1
0,11063,1
0,11066,1
0,11067,1
0,11087,1
0,11091,1
0,11115,1
0,11141,1
0,11164,1
0,11167,1
0,11180,1
0,11190,1
0,11196,1
0,11198,1
0,11201,1
0,11216,1
0,11224,1
0,11231,1
0,11245,1
0,11248,1
0,11256,1
0,11260,1
0,11270,1
0,11289,1
0,11304,1
0,11314,1
0,11317,1
0,11338,1
0,11348,1
0,11350,1
0,11377,1
0,11380,1
0,11386,1
0,11389,1
0,11392,1
0,11397,1
0,11402,1
0,11405,1
0,11411,1
0,11420,1
0,11432,1
0,11442,1
0,11469,1
0,11471,1
0,11478,1
0,11484,1
0,11490,1
0,11497,1
0,11500,1
0,11506,1
0,11527,1
0,11532,1
0,11535,1
0,11543,1
0,11558,1
0,11559,1
0,11563,1
0,11576,1
0,11585,1
0,11593,1
0,11602,1
0,11606,1
0,11615,1
0,11617,1
0,11639,1
0,11642,1
0,11644,1
0,11647,1
0,11650,1
0,11660,1
0,11661,1
0,11674,1
0,11681,1
0,11682,1
0,11688,1
0,11698,1
0,11711,1
0,11712,1
0,11714,1
0,11717,1
0,11723,1
0,11727,1
0,11737,1
0,11740,1
0,11754,1
0,11755,1
0,11756,1
0,11761,1
0,11763,1
0,11766,1
0,11774,1
0,11778,1
0,11783,1
0,11819,1
0,11822,1
0,11858,1
0,11864,1
0,11875,1
0,11878,1
0,11887,1
0,11891,1
0,11894,1
0,11902,1
0,11906,1
0,11911,1
0,11927,1
0,11954,1
0,11965,1
0,11966,1
0,11967,1
0,11968,1
0,11970,1
0,11972,1
0,11984,1
0,11987,1
0,11991,1
0,11992,1
0,11994,1
0,11995,1
0,12000,1
0,12002,1
0,12017,1
0,12027,1
0,12030,1
0,12034,1
0,12040,1
0,12054,1
0,12087,1
0,12092,1
0,12101,1
0,12107,1
0,12111,1
0,12114,1
0,12115,1
0,12131,1
0,12141,1
0,12150,1
0,12177,1
0,12184,1
1,0,1
1,1,1
1,2,1
1,5,1
1,6,1
1,8,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
1,31,1
1,32,1
1,33,1
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,40,1
1,41,1
1,42,1
1,44,1
1,45,1
1,46,1
1,47,1
1,49,1
1,50,1
1,51,1
1,52,1
1,53,1
1,55,1
1,56,1
1,57,1
1,58,1
1,59,1
1,61,1
1,62,1
1,63,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,70,1
1,71,1
1,72,1
1,73,1
1,74,1
1,75,1
1,76,1
1,77,1
1,78,1
1,79,1
1,80,1
1,81,1
1,82,1
1,83,1
1,84,1
1,85,1
1,86,1
1,87,1
1,88,1
1,89,1
1,90,1
1,91,1
1,92,1
1,93,1
1,94,1
1,95,1
1,96,1
1,97,1
1,98,1
1,99,1
1,100,1
1,101,1
1,102,1
1,104,1
1,106,1
1,107,1
1,108,1
1,109,1
1,110,1
1,111,1
1,112,1
1,116,1
1,117,1
1,119,1
1,120,1
1,121,1
1,122,1
1,123,1
1,124,1
1,125,1
1,128,1
1,129,1
1,130,1
1,131,1
1,132,1
1,133,1
1,135,1
1,137,1
1,138,1
1,139,1
1,140,1
1,141,1
1,142,1
1,143,1
1,144,1
1,145,1
1,146,1
1,147,1
1,149,1
1,150,1
1,151,1
1,153,1
1,154,1
1,155,1
1,156,1
1,157,1
1,158,1
1,160,1
1,161,1
1,162,1
1,163,1
1,164,1
1,165,1
1,166,1
1,167,1
1,168,1
1,169,1
1,170,1
1,171,1
1,172,1
1,173,1
1,174,1
1,175,1
1,176,1
1,177,1
1,178,1
1,179,1
1,180,1
1,181,1
1,182,1
1,183,1
1,185,1
1,186,1
1,188,1
1,189,1
1,190,1
1,191,1
1,192,1
1,193,1
1,194,1
1,196,1
1,197,1
1,198,1
1,199,1
1,200,1
1,202,1
1,203,1
1,204,1
1,205,1
1,206,1
1,207,1
1,208,1
1,209,1
1,210,1
1,211,1
1,212,1
1,213,1
1,214,1
1,215,1
1,216,1
1,217,1
1,218,1
1,219,1
1,221,1
1,222,1
1,223,1
1,224,1
1,225,1
1,226,1
1,227,1
1,228,1
1,229,1
1,232,1
1,233,1
1,234,1
1,235,1
1,236,1
1,237,1
1,238,1
1,239,1
1,240,1
1,242,1
1,243,1
1,244,1
1,245,1
1,246,1
1,247,1
1,249,1
1,250,1
1,251,1
1,252,1
1,253,1
1,255,1
1,256,1
1,257,1
1,258,1
1,259,1
1,260,1
1,261,1
1,262,1
1,263,1
1,264,1
1,265,1
1,266,1
1,267,1
1,268,1
1,269,1
1,270,1
1,272,1
1,273,1
1,274,1
1,276,1
1,277,1
1,278,1
1,279,1
1,282,1
1,283,1
1,284,1
1,285,1
1,286,1
1,287,1
1,288,1
1,289,1
1,290,1
1,291,1
1,292,1
1,293,1
1,294,1
1,295,1
1,296,1
1,297,1
1,298,1
1,299,1
1,300,1
1,301,1
1,302,1
1,303,1
1,304,1
1,305,1
1,306,1
1,307,1
1,308,1
1,309,1
1,310,1
1,311,1
1,312,1
1,313,1
1,314,1
1,315,1
1,317,1
1,318,1
1,319,1
1,320,1
1,321,1
1,322,1
1,323,1
1,324,1
1,325,1
1,326,1
1,327,1
1,328,1
1,329,1
1,331,1
1,332,1
1,333,1
1,334,1
1,335,1
1,336,1
1,337,1
1,338,1
1,339,1
1,340,1
1,341,1
1,342,1
1,343,1
1,344,1
1,345,1
1,346,1
1,347,1
1,348,1
1,349,1
1,350,1
1,351,1
1,352,1
1,353,1
1,356,1
1,357,1
1,359,1
1,360,1
1,361,1
1,362,1
1,363,1
1,364,1
1,366,1
1,367,1
1,368,1
1,369,1
1,370,1
1,371,1
1,372,1
1,375,1
1,376,1
1,378,1
1,379,1
1,380,1
1,381,1
1,382,1
1,383,1
1,384,1
1,385,1
1,387,1
1,389,1
1,390,1
1,391,1
1,392,1
1,393,1
1,394,1
1,395,1
1,398,1
1,399,1
1,400,1
1,401,1
1,402,1
1,403,1
1,404,1
1,405,1
1,407,1
1,408,1
1,409,1
1,410,1
1,411,1
1,412,1
1,413,1
1,415,1
1,416,1
1,417,1
1,418,1
1,419,1
1,420,1
1,422,1
1,423,1
1,424,1
1,425,1
1,426,1
1,427,1
1,429,1
1,430,1
1,431,1
1,432,1
1,433,1
1,434,1
1,436,1
1,437,1
1,438,1
1,439,1
1,440,1
1,441,1
1,442,1
1,443,1
1,444,1
1,445,1
1,446,1
1,447,1
1,448,1
1,449,1
1,450,1
1,451,1
1,452,1
1,454,1
1,455,1
1,458,1
1,459,1
1,460,1
1,461,1
1,462,1
1,463,1
1,464,1
1,465,1
1,466,1
1,467,1
1,468,1
1,469,1
1,470,1
1,472,1
1,473,1
1,474,1
1,475,1
1,476,1
1,477,1
1,478,1
1,479,1
1,480,1
1,482,1
1,483,1
1,484,1
1,485,1
1,487,1
1,489,1
1,490,1
1,491,1
1,493,1
1,494,1
1,495,1
1,496,1
1,497,1
1,498,1
1,499,1
1,500,1
1,501,1
1,502,1
1,504,1
1,506,1
1,508,1
1,509,1
1,510,1
1,511,1
1,512,1
1,513,1
1,514,1
1,515,1
1,516,1
1,519,1
1,520,1
1,522,1
1,523,1
1,524,1
1,525,1
1,526,1
1,527,1
1,528,1
1,529,1
1,530,1
1,531,1
1,532,1
1,533,1
1,534,1
1,535,1
1,536,1
1,537,1
1,538,1
1,539,1
1,540,1
1,541,1
1,542,1
1,543,1
1,544,1
1,546,1
1,547,1
1,548,1
1,549,1
1,550,1
1,551,1
1,552,1
1,553,1
1,554,1
1,555,1
1,556,1
1,558,1
1,559,1
1,560,1
1,561,1
1,562,1
1,563,1
1,565,1
1,566,1
1,567,1
1,570,1
1,571,1
1,572,1
1,573,1
1,574,1
1,575,1
1,576,1
1,577,1
1,578,1
1,580,1
1,581,1
1,582,1
1,583,1
1,584,1
1,585,1
1,587,1
1,588,1
1,589,1
1,590,1
1,591,1
1,592,1
1,593,1
1,596,1
1,597,1
1,598,1
1,599,1
1,602,1
1,604,1
1,605,1
1,606,1
1,607,1
1,608,1
1,612,1
1,613,1
1,614,1
1,615,1
1,616,1
1,617,1
1,618,1
1,620,1
1,621,1
1,623,1
1,624,1
1,625,1
1,626,1
1,627,1
1,628,1
1,629,1
1,630,1
1,631,1
1,633,1
1,634,1
1,635,1
1,636,1
1,637,1
1,639,1
1,640,1
1,641,1
1,642,1
1,643,1
1,644,1
1,645,1
1,646,1
1,647,1
1,648,1
1,649,1
1,650,1
1,651,1
1,652,1
1,653,1
1,654,1
1,655,1
